Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10,Ratio_11,Ratio_12,Ratio_13,Ratio_14,Ratio_15,Ratio_16,Ratio_17,Ratio_18,Ratio_19,Ratio_20,Ratio_21,Ratio_22,Ratio_23,Ratio_24,NCG,OCG,CLCC,OCS,QPT,QOFF,LYCA,IAICOC,ROA2bond,Unemployment,GDP_growth,Inflation,Bond10Y,Interest_rate,Exchange_rate,Commodity_index,Consumer_sentiment,Fiscal_balance,Trade_balance,ROA_t1,ROE_t1,NetMargin_t1,OperatingMargin_t1,CashRatio_t1,OCG_t1
0.8108904159657686,2.827500072434707,2.061978796339918,1.595304694689628,0.04606524154852787,0.04598082117670921,-0.2967073574113019,2.531616510212273,1.6039025411012306,1.9782540222861593,-0.42795426996469144,2.89468448256698,2.413549242801476,0.24318688737396654,0.13638738522485216,0.14191578448701836,0.564847850358382,1.3366475107128324,1.0118075652474052,0.5193019906931466,1.641485131528328,-0.01177148771785358,0.5225062698732637,0.782266451527921,0.6855280150108364,0.46757096225241745,0.05570689569342413,0.9185101506885499,0.980329132876381,0.431043415211835,0.6381445683721739,0.4592924535341931,0.9644985248639408,0.026352407245551573,-0.004071803738470929,0.08975350966510008,-0.015756790059325156,0.012987778231304273,0.0939240395242009,-0.002191223009252688,0.04668897445165003,-0.002490943444051215,-0.033398753132412654,-0.1813268609184156,-0.11294689786613071,-0.07418112808563482,0.2452359302948412,0.10562432726155235,0.27914858481199545
1.0962449447596256,2.2481158648755475,0.19885823755425913,1.2998205344476406,1.5734509910171486,-0.33742355548000796,1.6264069816550344,0.0968344329055204,-0.2723194245515217,2.8210993803866664,2.8797121157609578,2.329390718407614,0.5661481921067975,-0.15814760097765646,1.8948155927925492,1.0405337280886044,-0.07286617804327411,1.2331191853894456,-0.3796401760967356,2.6826214072757373,0.4057299356000592,1.8188279952389368,0.5909887663129383,1.3202380741223378,0.6136608074093272,0.4502986262437467,0.3218796508861206,0.07731879285780763,0.45606773039729886,0.8183845563594515,0.21897845098423818,0.5878564159989407,0.7002100149902226,0.044132084902643934,0.08740473029280109,0.01788470008511378,0.04392648140387008,0.04133476198849348,0.012263455394181395,0.04223449581470959,-0.011102287337154168,0.006705685690457819,0.01634782845435627,-0.030176569902185202,0.0008690019002184912,0.15987661379492846,0.08895103881701522,0.06394004019104921,0.08778202078196262
1.4134859777014788,0.14699059433934458,2.893546197175955,2.212964881763901,2.788246295474662,2.631895726496771,1.5926499258387978,2.726559822580909,-0.19027624281828176,0.18594001846700814,-0.34170448881311677,0.6386561576714251,0.860370513913187,0.44972161120863574,2.4005812820317525,0.7486366434275624,0.48327078390583267,1.3994362910538696,-0.006765212588330738,2.3076894326391386,-0.23907274712080212,2.9541042781018105,2.202856692538301,0.19550488536960342,0.017031461088003574,0.5821076831802223,0.8807721087266889,0.217549430014358,0.1832558646890622,0.7722766257019431,0.8255644893453816,0.4069710304280071,0.6869219076574815,0.0796013025343721,0.0022499342249882454,0.04527055721737397,-0.0179894243871652,-0.01211454064191099,0.047264331318996655,0.06434648910499056,0.019317576478942236,0.00026495451666497943,0.0865407333898409,0.09206765613822987,0.18287021210226567,0.13404101365750448,0.27865712434103407,0.27398150902821655,0.010961424839114775
-0.4806725900673916,2.3541149995919195,1.9740007034666598,2.0515250881434555,2.19944621340081,-0.24084371893068374,0.7546300499049541,-0.094458291662046,2.5208619905645775,1.6815434438964525,0.6581430869842722,-0.2775457739989173,0.5884381260048177,0.6381416270936147,2.0536216241832244,1.731451149743246,2.605244599017143,1.1527522380668225,-0.08142013921594404,1.9963567552804826,2.162747670159141,1.4644701914932368,2.1983851298409633,1.2282845872753676,0.2550864311192933,0.19198426756064846,0.37798925056923505,0.39250201227021797,0.874101063016566,0.6184434719336769,0.3032014713842828,0.4354760923618203,0.8956271312033992,-0.029628827742643592,0.05810713564740207,0.053525612462065456,0.05353677440916914,0.09031306666352866,0.05922854514711884,-0.004765221588562379,0.00301138363484639,0.00866664597998415,-0.04537869888528409,-0.1821386952440448,-0.19446260889063638,-0.13840329755606112,-0.16255130055095224,-0.013316975514565732,-0.17356270055799855
1.3295649028369791,0.9963935642549238,-0.41103305639566684,-0.12238000552343442,-0.3899978500964301,1.7274364394232316,0.6002459337671433,1.2799974190764596,2.6764826587413255,0.37252280202106225,0.9363402306247042,2.1444289849006704,0.3007935792206786,-0.23057031559922453,0.514130085198188,0.06427450538901547,2.753941783199006,2.3284213284754594,1.716913147786482,2.5501120656570118,2.3128522691469007,0.1529952061011255,2.623956494714922,1.3876978467047776,0.40596145633958935,0.5343879642857668,0.9539652333252742,0.11321467660989537,0.20771552172469143,0.9625287065865553,0.9499076093309543,0.7188173469272647,0.374351890776185,0.08702654731123856,-0.038967109420279415,0.05496914231462076,0.05952415072649676,0.07655725759458097,0.03300433833932839,0.05878966357848055,-0.004591561330107338,0.061837601636918524,0.0015123605892828906,0.11245701806855901,-0.1049128870023614,0.05698265928479379,-0.14846060868313243,0.21386453291414598,0.18997941409665797
2.326040543074219,2.6363195497322263,0.6130121624015237,-0.11481826415313134,0.2977730688967959,0.9948772601918972,2.363051680728726,2.5125570413972023,-0.47566754314083254,1.28761555902148,0.9609385110207265,0.2773773366475558,-0.08047121433211019,0.681653099912698,2.800183963693817,0.6312102620726434,1.3157671761017813,1.9605663561331226,0.7727036083275289,2.9012372895233622,2.8685655322973895,0.38123803538877454,1.240369770623349,0.5530740843586939,0.9573248485272041,0.17716542126477264,0.14510881712529822,0.4210851343386198,0.04971829248796911,0.6549035322851401,0.820057789974664,0.025867081725420182,0.10274591053942106,0.08542577176400444,-0.025492728835042583,-0.0026364033989069655,0.024815417733269604,0.06637758357221468,0.0623198657654548,-0.01839246885132448,-0.028364645508230545,-0.004404559355885261,0.02256312275138539,-0.006756389474302349,0.25529666626279196,-0.10714967690731142,0.20696835260651808,0.07292771718831897,-0.03520996585062974
0.49694173032113664,-0.3708956842591352,1.633475168929639,1.2593765813010152,-0.31982437062503727,0.47526262482813997,2.678930600883288,0.33846661733440353,0.007132052319280824,1.2130846609714705,2.9497765893871026,0.3471934502902514,1.8524744159205748,2.1656686536505116,0.33173140397339884,2.0487572201415087,0.7872409645173863,1.7130704070775282,1.7173539876631314,1.3752113942616546,-0.18398580480957094,2.423558734562333,0.6227302274010755,0.15281478639948975,0.07749602166174219,0.05802962709428072,0.48518693620884923,0.9577866361101015,0.4267959360631596,0.3564811586605511,0.6613737363753611,0.29124857527005743,0.9513862184004778,0.030850756723862602,0.014370638643291883,0.04946351749720106,0.014133841539585662,0.09194935149081922,-0.010854672802769604,0.04410581810051423,0.041706690799019785,-0.007763791717657391,0.011753143677104103,-0.15781953254119613,-0.11434443679612455,0.2314313026778438,0.10344303759585766,-0.08145222080175024,0.047926438727782295
-0.3572870045583263,1.5681253011588465,1.8714752664479883,-0.44194259875250347,1.2923257040474834,0.29273521319278284,1.7581047664330747,0.11028250151746999,1.9182820833586307,0.8535737120518809,2.7785549605785707,-0.01867669548902362,0.6937322286759047,-0.10284267565793825,2.7364276639749696,2.5706877368334338,0.40279569700304463,1.8099441611196267,2.3602777007042555,1.443202840598118,1.3537770242460228,0.3464830181515809,-0.17414031267935276,2.6402551528366436,0.9979567155022859,0.5319689607791834,0.37524140689024854,0.3858608133416018,0.19495949603351048,0.5122230574475389,0.43606061209230473,0.429364820389177,0.6780795101909313,0.004821042915995624,-0.0241251409969266,0.0215942818947316,0.007999337953276217,-0.023252395989926095,0.017482006812664236,0.013276595238810876,-0.03029514835108104,-0.03032186871229837,0.047126106976854626,-0.14608166508737908,-0.15057875416570365,0.2538823258185841,0.0289281446314546,-0.01921642302443155,0.27453591332213034
2.6514632000716567,1.7158551004564377,0.6866042686704523,0.7222335111443132,2.040844876045838,2.6398859098340197,2.6048024849279106,2.2295644105016836,1.7471107615400072,-0.20551012251732909,0.06570049933114819,2.6449396598447774,1.622501708808565,-0.46781031934179623,-0.14484959996888763,1.8222561918781954,-0.4822844565382346,0.06282817996124535,1.4205682627830514,1.9216331919244265,1.7818644082591018,0.2849425831119592,1.9926272747163756,0.33037180623880025,0.4388550281680058,0.2707952963474134,0.16054008660175978,0.3112388686675537,0.5086833276877293,0.058333272284801674,0.7675685623061896,0.4755587381251365,0.21400090171172415,0.055987120707565605,0.09117706298633572,-0.03694929643083503,-0.032320776143261974,-0.04222728072981335,0.02983426461353951,0.043411992144283984,0.010528517789823652,0.06968533314416993,0.053004915400570035,-0.0004996606964151051,-0.03187893597320984,-0.06350691442107886,0.08253141037354766,0.07920529613785571,-0.1919029120015192
0.638898943557437,2.1127199179130844,1.7737151466652512,2.472281936729623,1.8016451230512018,1.4890801116741508,-0.17213831260167634,0.7870053107080173,0.42820828688603907,0.3539637518267925,2.9055369416335597,0.8758420363336614,2.6221629431198963,1.7089851909904201,2.2818395623957697,1.2592298258681724,1.5191635961922567,1.2238119283660236,0.1833504572931557,2.0285824034152684,0.4827032685429953,-0.41489411748991156,1.7591530356750873,0.1198873779246713,0.15374402858395597,0.9476572669690954,0.542855351031339,0.06344930366003787,0.693087758769573,0.06180287007903473,0.7733086427256216,0.3203512748736276,0.1751107692938576,0.09787606314202903,-0.029315752505048205,-0.0412526503486248,-0.008779444164591824,-0.0471424707024734,0.08989171417997692,-0.004407251196773682,0.03286452504571884,-0.0022895550681887103,-0.013128706701676478,0.12703116197865327,0.19415355151322677,0.10798227121519477,0.23494406914201882,-0.06179181948166207,-0.10401029861562877
